"design","mean_n_per_group","n_per_group","sd_per_group","distribution","panel","skew","excess_kurtosis","groups","group_means","resid_skewness","resid_excess_kurtosis","fisher_rejection","fisher_mc_se","welch_rejection","welch_mc_se","levene_route_rejection","levene_route_mc_se","rank_rejection","rank_mc_se","sw_rejection","sw_mc_se","sw_gate_rejection","sw_gate_mc_se","sw_route_welch_probability","sw_route_welch_mc_se","sw_route_rank_probability","sw_route_rank_mc_se","route_fisher_probability","route_fisher_mc_se","route_welch_probability","route_welch_mc_se","route_rank_probability","route_rank_mc_se","levene_select_fisher_probability","levene_select_welch_probability","sw_reject_probability","levene_reject_probability","skew_label"
"balanced n, equal SD",20,"20, 20, 20, 20","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",0.00202953842772702,3.17520012443636,0.04564,0.000933348706540058,0.04144,0.000891321787010729,0.04524,0.000929444375958024,0.04694,0.000945903128232485,0.0493,0.000968189134415379,0.05142,0.00098768399399808,0.25782,0.00195626607392757,0.74218,0.00195626607392757,0.23956,0.00190877450946936,0.01826,0.000598774956056113,0.74218,0.00195626607392757,0.92932,0.07068,0.74218,0.07068,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, equal SD",20,"20, 20, 20, 20","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.4105026390248,0.588788580806914,0.04868,0.000962395527836658,0.04904,0.000965764758106238,0.04944,0.0009694914790755,0.0463,0.000939747944929916,0.0512,0.000985683113378737,0.0524,0.000996536401743559,0.68752,0.0020728543103653,0.31248,0.0020728543103653,0.63872,0.00214828658051015,0.0488,0.000963520212553945,0.31248,0.0020728543103653,0.93228,0.06772,0.31248,0.06772,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, equal SD",20,"20, 20, 20, 20","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.846195064533263,0.978557050781102,0.0492,0.00096725756652507,0.05316,0.00100333458427386,0.05058,0.000980016975363182,0.04878,0.000963332877047181,0.0534,0.00100546944259883,0.05334,0.00100493626066532,0.18536,0.00173782433174357,0.81464,0.00173782433174357,0.1601,0.00163992676665758,0.02526,0.000701739729529403,0.81464,0.00173782433174357,0.90052,0.09948,0.81464,0.09948,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, equal SD",20,"20, 20, 20, 20","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.59280830740577,3.59273125002986,0.0459,0.000935875953318601,0.05704,0.00103717345126068,0.0506,0.000980200387675908,0.04804,0.000956369786222881,0.0483,0.00095882334139298,0.04834,0.000959200129274387,0.00116,0.000152227093514919,0.99884,0.000152227093514923,0.00058,0.000107672057656571,0.00058,0.000107672057656571,0.99884,0.000152227093514923,0.8005,0.1995,0.99884,0.1995,"F.P.
skew = 2
excess kurtosis = 6.6"
"balanced n, unequal SD",20,"20, 20, 20, 20","1.000000, 1.414214, 2.000000, 2.236068","normal",1,0,0,4,"0, 0, 0, 0",0.000573921521496682,0.654830249330932,0.06094,0.00106982537266603,0.05204,0.000993295911599358,0.05622,0.00103013893820203,0.05598,0.00102806847631858,0.05722,0.00103870950318171,0.06092,0.00106966119495848,0.81388,0.00174057085808076,0.18612,0.00174057085808076,0.15172,0.00160437552711328,0.66216,0.00211520275340214,0.18612,0.00174057085808076,0.1858,0.8142,0.18612,0.8142,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, unequal SD",20,"20, 20, 20, 20","1.000000, 1.414214, 2.000000, 2.236068","F.P.",2,0,6,4,"0, 0, 0, 0",0.0119345182841517,4.23912599651383,0.05496,0.00101920948190252,0.04178,0.00089481206518464,0.04618,0.000938588382625739,0.0535,0.00100635729241657,0.0547,0.00101693569118209,0.05574,0.00102599271342442,0.14108,0.00155676866361062,0.85892,0.00155676866361062,0.0651,0.0011032859103605,0.07598,0.00118496446866562,0.85892,0.00155676866361062,0.43964,0.56036,0.85892,0.56036,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, unequal SD",20,"20, 20, 20, 20","1.000000, 1.414214, 2.000000, 2.236068","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.444402929888929,1.41460488520393,0.05846,0.00104921330910354,0.05032,0.00097762873934843,0.0539,0.00100989890583167,0.05836,0.0010483712166976,0.06036,0.00106505089455857,0.06274,0.00108446938546,0.52638,0.00223295362961258,0.47362,0.00223295362961258,0.1265,0.00148659173951694,0.39988,0.00219078061704042,0.47362,0.00223295362961258,0.23808,0.76192,0.47362,0.76192,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, unequal SD",20,"20, 20, 20, 20","1.000000, 1.414214, 2.000000, 2.236068","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.906844095271326,1.81977168151712,0.06178,0.00107669152128175,0.05786,0.00104414769453368,0.05948,0.00105775355919987,0.07602,0.00118525068740752,0.07778,0.00119775015424754,0.07866,0.00120393192830824,0.23526,0.00189690659970384,0.76474,0.00189690659970384,0.04598,0.000936651905459013,0.18928,0.00175187374887576,0.76474,0.00189690659970384,0.22742,0.77258,0.76474,0.77258,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, unequal SD",20,"20, 20, 20, 20","1.000000, 1.414214, 2.000000, 2.236068","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.69034038950777,4.65577797306097,0.05958,0.00105858607207917,0.0673,0.00112045267637683,0.06446,0.00109822500791049,0.14958,0.0015950286743504,0.14976,0.0015958191777266,0.1498,0.00159599473683343,0.00492,0.000312915119481306,0.99508,0.000312915119481307,0.00064,0.000113100875328178,0.00428,0.000291947995369038,0.99508,0.000312915119481307,0.3057,0.6943,0.99508,0.6943,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, equal SD",20,"10, 16, 24, 30","1.0, 1.0, 1.0, 1.0","normal",1,0,0,4,"0, 0, 0, 0",-0.000804718340444287,-0.0784922553438884,0.04864,0.000962020274214634,0.05068,0.000980933612432564,0.05004,0.000975048700322194,0.04506,0.000927680940841192,0.0513,0.000986593229249015,0.0507,0.000981116812617132,0.95234,0.000952769902967133,0.04766,0.000952769902967133,0.89608,0.00136470241151688,0.05626,0.00103048350205134,0.04766,0.000952769902967133,0.94114,0.05886,0.04766,0.05886,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, equal SD",20,"10, 16, 24, 30","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",0.0054804876657346,3.18986317369378,0.04998,0.000974494736773883,0.04064,0.000883044624013985,0.04614,0.00093820147516405,0.04672,0.000943792790817985,0.04758,0.000952009911713108,0.05172,0.000990404378019403,0.25334,0.00194503904536644,0.74666,0.00194503904536644,0.23536,0.00189718565459472,0.01798,0.000594251118635884,0.74666,0.00194503904536644,0.92308,0.07692,0.74666,0.07692,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, equal SD",20,"10, 16, 24, 30","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.417014131256423,0.603893014741615,0.05242,0.00099671604381589,0.05362,0.00100742141728276,0.05264,0.000998689445223088,0.04946,0.000969677352525055,0.05504,0.00101990782328601,0.05644,0.00103203223205479,0.68272,0.00208141010663444,0.31728,0.00208141010663444,0.633,0.00215550922057875,0.04972,0.000972089724253888,0.31728,0.00208141010663444,0.92998,0.07002,0.31728,0.07002,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, equal SD",20,"10, 16, 24, 30","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.847571622840194,0.983512977757772,0.04932,0.000968375315670531,0.05782,0.00104380886756149,0.05096,0.000983494569380025,0.04658,0.000942446853673988,0.05118,0.000985500964991917,0.05126,0.000986229308021213,0.18334,0.00173047071284087,0.81666,0.00173047071284087,0.1564,0.00162443245473611,0.02694,0.000724075084504363,0.81666,0.00173047071284087,0.8959,0.1041,0.81666,0.1041,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, equal SD",20,"10, 16, 24, 30","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.59578806996061,3.60091714225519,0.0477,0.000953149620993472,0.06784,0.00112461312814674,0.04954,0.00097042040786455,0.04756,0.000951819798071042,0.04774,0.000953529154247525,0.04774,0.000953529154247525,0.00164,0.000180959133508093,0.99836,0.000180959133508092,0.00066,0.000114853332559399,0.00098,0.00013993138318476,0.99836,0.000180959133508092,0.80396,0.19604,0.99836,0.19604,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, larger n with larger SD",20,"10, 16, 24, 30","1.000000, 1.414214, 2.000000, 2.236068","normal",1,0,0,4,"0, 0, 0, 0",0.000462845590631575,0.360532767856741,0.02636,0.00071645167876138,0.04854,0.000961081353476385,0.0446,0.000923155891493956,0.0304,0.000767799973951549,0.04818,0.000957691887821965,0.04526,0.000929640063680562,0.89108,0.00139324393844007,0.10892,0.00139324393844007,0.3676,0.00215624785217284,0.52348,0.00223360108166163,0.10892,0.00139324393844007,0.4186,0.5814,0.10892,0.5814,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, larger n with larger SD",20,"10, 16, 24, 30","1.000000, 1.414214, 2.000000, 2.236068","F.P.",2,0,6,4,"0, 0, 0, 0",-0.00798233693138394,3.92957000600791,0.02602,0.000711940441329189,0.0415,0.000891938899252634,0.03366,0.000806560653639886,0.03218,0.000789233141726828,0.03536,0.000825950003329499,0.03482,0.0008198483713468,0.16702,0.00166807865282186,0.83298,0.00166807865282186,0.11072,0.0014032895752481,0.0563,0.00103082791968398,0.83298,0.00166807865282186,0.70032,0.29968,0.83298,0.29968,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, larger n with larger SD",20,"10, 16, 24, 30","1.000000, 1.414214, 2.000000, 2.236068","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.439737281066058,1.12728932871883,0.02786,0.000735986690097042,0.04984,0.000973200641183513,0.04576,0.000934516157163695,0.03364,0.000806329342142527,0.0462,0.000938781763776864,0.04436,0.000920784343915556,0.58902,0.00220034288055294,0.41098,0.00220034288055294,0.27118,0.00198817206297644,0.31784,0.00208239157893034,0.41098,0.00220034288055294,0.48604,0.51396,0.41098,0.51396,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, larger n with larger SD",20,"10, 16, 24, 30","1.000000, 1.414214, 2.000000, 2.236068","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.900178073133586,1.52484567345379,0.02778,0.000734959476433905,0.05216,0.000994377537960306,0.04768,0.000952959785090641,0.04252,0.000902353030692533,0.04876,0.000963145496796824,0.04798,0.000955802485872474,0.221,0.00185558077161842,0.779,0.00185558077161842,0.08076,0.00121850582600167,0.14024,0.00155288597392082,0.779,0.00185558077161842,0.44346,0.55654,0.779,0.55654,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, larger n with larger SD",20,"10, 16, 24, 30","1.000000, 1.414214, 2.000000, 2.236068","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.68909206246801,4.3892710438787,0.02784,0.000735730037445801,0.05634,0.00103117219124645,0.05112,0.000984954268989175,0.08552,0.00125065046755678,0.08582,0.00125263664005169,0.08582,0.00125263664005169,0.00302,0.000245392730128665,0.99698,0.000245392730128666,0.00058,0.000107672057656571,0.00244,0.000220637548934899,0.99698,0.000245392730128666,0.49996,0.50004,0.99698,0.50004,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, larger n with smaller SD",20,"10, 16, 24, 30","2.236068, 2.000000, 1.414214, 1.000000","normal",1,0,0,4,"0, 0, 0, 0",-0.00168139515619367,0.863426187746979,0.12626,0.00148538488210968,0.0517,0.000990223308148218,0.06312,0.00108752807412039,0.08322,0.00123526864770381,0.06612,0.00111128885173928,0.07556,0.00118195335271744,0.7533,0.00192789579593919,0.2467,0.00192789579593919,0.12062,0.00145650826018942,0.63268,0.0021559036045241,0.2467,0.00192789579593919,0.14702,0.85298,0.2467,0.85298,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, larger n with smaller SD",20,"10, 16, 24, 30","2.236068, 2.000000, 1.414214, 1.000000","F.P.",2,0,6,4,"0, 0, 0, 0",-0.0102800098742498,4.30265583457809,0.11814,0.00144348841630267,0.04188,0.000895835538477906,0.05608,0.00102893181115174,0.0773,0.00119435932616612,0.07608,0.00118567983536872,0.07942,0.00120923499453167,0.1374,0.00153961839427827,0.8626,0.00153961839427827,0.0588,0.00105206995965097,0.0786,0.00120351186117961,0.8626,0.00153961839427827,0.33598,0.66402,0.8626,0.66402,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, larger n with smaller SD",20,"10, 16, 24, 30","2.236068, 2.000000, 1.414214, 1.000000","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.432351685636739,1.5958897037618,0.12446,0.00147627713116474,0.0538,0.00100901496520121,0.06596,0.00111003854347496,0.08674,0.00125869910939827,0.07766,0.00119690370874185,0.08494,0.00124679746871735,0.49352,0.00223588018283628,0.50648,0.00223588018283628,0.10318,0.00136039617464914,0.39034,0.00218162638597905,0.50648,0.00223588018283628,0.18764,0.81236,0.50648,0.81236,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, larger n with smaller SD",20,"10, 16, 24, 30","2.236068, 2.000000, 1.414214, 1.000000","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.891272582838953,1.99330327844019,0.1241,0.00147444355605767,0.06468,0.00109996815953918,0.07362,0.00116790492421258,0.10848,0.00139077021538427,0.10546,0.00137359519801141,0.10832,0.00138986889741443,0.23446,0.0018946688808338,0.76554,0.0018946688808338,0.04192,0.000896244538058671,0.19254,0.00176333971996323,0.76554,0.0018946688808338,0.18618,0.81382,0.76554,0.81382,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, larger n with smaller SD",20,"10, 16, 24, 30","2.236068, 2.000000, 1.414214, 1.000000","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.65299080545944,4.67674369895814,0.1232,0.00146984189625959,0.09288,0.00129810096371584,0.09074,0.00128457193181231,0.20116,0.00179273341241803,0.20116,0.00179273341241803,0.20122,0.00179293341538385,0.00714,0.000376537392565466,0.99286,0.000376537392565467,0.00098,0.00013993138318476,0.00616,0.00034991582987913,0.99286,0.000376537392565467,0.25608,0.74392,0.99286,0.74392,"F.P.
skew = 2
excess kurtosis = 6.6"
"balanced n, equal SD",30,"30, 30, 30, 30","1.0, 1.0, 1.0, 1.0","normal",1,0,0,4,"0, 0, 0, 0",-0.00107435194339488,-0.0474799682191518,0.0483,0.00095882334139298,0.04786,0.000954666647579143,0.04916,0.000966884630139501,0.04664,0.000943023970002884,0.0486,0.000961644840884617,0.04986,0.000973385641973416,0.95028,0.000972089724253888,0.04972,0.000972089724253888,0.89856,0.00135018462737509,0.05172,0.000990404378019403,0.04972,0.000972089724253888,0.94628,0.05372,0.04972,0.05372,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, equal SD",30,"30, 30, 30, 30","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",0.00243562866324526,3.81921060327087,0.04886,0.000964081950873472,0.04498,0.000926895890593976,0.04854,0.000961081353476385,0.0483,0.00095882334139298,0.05006,0.000975233268505541,0.05094,0.000983311917958895,0.1058,0.00137554614608162,0.8942,0.00137554614608162,0.09968,0.0013397305520141,0.00612,0.000348784907930375,0.8942,0.00137554614608162,0.93894,0.06106,0.8942,0.06106,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, equal SD",30,"30, 30, 30, 30","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.444444148632636,0.728208888136352,0.04998,0.000974494736773883,0.05024,0.000976892444437974,0.05072,0.000981299970447365,0.0504,0.000978364349309601,0.05338,0.00100529175466628,0.05414,0.00101201640698163,0.55326,0.0022233460027625,0.44674,0.0022233460027625,0.51658,0.00223483826528901,0.03668,0.000840649482245722,0.44674,0.0022233460027625,0.9351,0.0649,0.44674,0.0649,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, equal SD",30,"30, 30, 30, 30","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.893740959299314,1.14915032676131,0.05032,0.00097762873934843,0.05374,0.00100848413373736,0.05128,0.000986411289473108,0.04884,0.000963894749441037,0.04978,0.000972645378336832,0.04992,0.000973940384212504,0.04256,0.000902758510344821,0.95744,0.000902758510344821,0.03646,0.00083822035766259,0.0061,0.000348218035144649,0.95744,0.000902758510344821,0.90146,0.09854,0.95744,0.09854,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, equal SD",30,"30, 30, 30, 30","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.70887366716243,4.2917945737184,0.04672,0.000943792790817985,0.05588,0.00102720422117513,0.05108,0.000984589595719963,0.0481,0.000956936675020871,0.0481,0.000956936675020871,0.0481,0.000956936675020871,0,0,1,0,0,0,0,0,1,0,0.80468,0.19532,1,0.19532,"F.P.
skew = 2
excess kurtosis = 6.6"
"balanced n, unequal SD",30,"30, 30, 30, 30","1.000000, 1.414214, 2.000000, 2.236068","normal",1,0,0,4,"0, 0, 0, 0",-0.00099920118515126,0.711751478086875,0.0605,0.00106620589006064,0.05132,0.000986775127371986,0.05228,0.000995457699754239,0.05682,0.0010352921095034,0.0572,0.00103853897375111,0.05794,0.00104482492696145,0.75064,0.00193483637757822,0.24936,0.00193483637757822,0.03296,0.000798418917611551,0.71768,0.00201303461271782,0.24936,0.00193483637757822,0.04248,0.95752,0.24936,0.95752,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, unequal SD",30,"30, 30, 30, 30","1.000000, 1.414214, 2.000000, 2.236068","F.P.",2,0,6,4,"0, 0, 0, 0",-0.00322465047555662,5.08727772708013,0.05708,0.00103751504663788,0.04476,0.000924732852233552,0.0467,0.000943600657057847,0.0534,0.00100546944259883,0.05456,0.00101570868264478,0.05474,0.00101728592244265,0.03894,0.000865143645876221,0.96106,0.000865143645876221,0.01158,0.000478453834763606,0.02736,0.000729539997532692,0.96106,0.000865143645876221,0.24662,0.75338,0.96106,0.75338,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, unequal SD",30,"30, 30, 30, 30","1.000000, 1.414214, 2.000000, 2.236068","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.474738665336807,1.59459658186225,0.05884,0.00105240538197027,0.05054,0.000979650023222579,0.05166,0.000989861044793662,0.06052,0.00106637075728848,0.06296,0.00108624157902375,0.06348,0.00109041542175448,0.36186,0.00214903392434833,0.63814,0.00214903392434833,0.028,0.000737780455149091,0.33386,0.0021090163602969,0.63814,0.00214903392434833,0.07268,0.92732,0.63814,0.92732,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, unequal SD",30,"30, 30, 30, 30","1.000000, 1.414214, 2.000000, 2.236068","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.966783423401036,2.09852084697251,0.06004,0.001062404804206,0.0548,0.00101781098441705,0.05562,0.00102495283403677,0.08688,0.00125961792302269,0.08778,0.00126550125720996,0.08788,0.00126615248370802,0.0841,0.00124118644852415,0.9159,0.00124118644852415,0.00478,0.000308452641421661,0.07932,0.00120853909825045,0.9159,0.00124118644852415,0.07476,0.92524,0.9159,0.92524,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, unequal SD",30,"30, 30, 30, 30","1.000000, 1.414214, 2.000000, 2.236068","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.83041564103501,5.62051994476627,0.05866,0.00105089489864591,0.06464,0.0010996514938834,0.06314,0.00108768874591953,0.2106,0.00182344531039458,0.2106,0.00182344531039458,0.2106,0.00182344531039458,0.00012,4.89868553797853e-05,0.99988,4.89868553797871e-05,0,0,0.00012,4.89868553797853e-05,0.99988,4.89868553797871e-05,0.15816,0.84184,0.99988,0.84184,"F.P.
skew = 2
excess kurtosis = 6.6"
