"design","mean_n_per_group","n_per_group","sd_per_group","distribution","panel","skew","excess_kurtosis","groups","group_means","resid_skewness","resid_excess_kurtosis","fisher_rejection","fisher_mc_se","welch_rejection","welch_mc_se","levene_route_rejection","levene_route_mc_se","rank_rejection","rank_mc_se","sw_rejection","sw_mc_se","sw_gate_rejection","sw_gate_mc_se","sw_route_welch_probability","sw_route_welch_mc_se","sw_route_rank_probability","sw_route_rank_mc_se","route_fisher_probability","route_fisher_mc_se","route_welch_probability","route_welch_mc_se","route_rank_probability","route_rank_mc_se","levene_select_fisher_probability","levene_select_welch_probability","sw_reject_probability","levene_reject_probability","skew_label"
"unbalanced n, larger n with smaller SD",50,"25, 40, 60, 75","2.2, 1.7, 1.3, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.50672519459297,2.03274201273459,0.12786,0.00149339760546212,0.04968,0.000971719070513695,0.05058,0.000980016975363182,0.09298,0.00129872798999637,0.09064,0.00128393450300239,0.09092,0.00128571811529588,0.14546,0.00157671423155878,0.85454,0.00157671423155878,0.00366,0.000270059415684771,0.1418,0.00156008179272755,0.85454,0.00157671423155878,0.01642,0.98358,0.85454,0.98358,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, larger n with smaller SD",50,"25, 40, 60, 75","2.2, 1.7, 1.3, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",1.01609558357124,2.58618155063542,0.13118,0.00150978016677926,0.05616,0.00102962181795065,0.0575,0.0010410931754651,0.13782,0.00154159428903976,0.13772,0.0015411242753263,0.13774,0.00154121829991731,0.0085,0.000410554503080894,0.9915,0.000410554503080893,0.00016,5.65640168304904e-05,0.00834,0.000406704915141187,0.9915,0.000410554503080893,0.01986,0.98014,0.9915,0.98014,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, larger n with smaller SD",50,"25, 40, 60, 75","2.2, 1.7, 1.3, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.9443955678923,6.77062518281178,0.13004,0.00150419146653609,0.07336,0.00116600437735027,0.0759,0.00118439174262572,0.32892,0.0021011027276171,0.32892,0.0021011027276171,0.32892,0.0021011027276171,0,0,1,0,0,0,0,0,1,0,0.07218,0.92782,1,0.92782,"F.P.
skew = 2
excess kurtosis = 6.6"
"balanced n, equal SD",100,"100, 100, 100, 100","1.0, 1.0, 1.0, 1.0","normal",1,0,0,4,"0, 0, 0, 0",0.000156140599893392,-0.0149724854124715,0.04968,0.000971719070513695,0.0494,0.000969119600462193,0.04982,0.000973015596997294,0.0496,0.000970977239692054,0.0499,0.00097375551346321,0.05036,0.000977996629851044,0.94932,0.000980933612432564,0.05068,0.000980933612432564,0.8998,0.00134283252864979,0.04952,0.00097023470974811,0.05068,0.000980933612432564,0.94804,0.05196,0.05068,0.05196,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, equal SD",100,"100, 100, 100, 100","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",0.00104613356801039,5.08945166163348,0.04908,0.00096613822613537,0.04936,0.000968747546061408,0.04904,0.000965764758106238,0.05068,0.000980933612432564,0.05068,0.000980933612432564,0.05068,0.000980933612432564,6e-05,3.46399769053041e-05,0.99994,3.46399769052894e-05,6e-05,3.46399769053041e-05,0,0,0.99994,3.46399769052894e-05,0.9465,0.0535,0.99994,0.0535,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, equal SD",100,"100, 100, 100, 100","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.48042421516199,0.899062485765858,0.04912,0.000966511516744627,0.04954,0.00097042040786455,0.04918,0.000967071120445647,0.0492,0.00096725756652507,0.04956,0.000970606062210617,0.04962,0.000971162762877572,0.09968,0.0013397305520141,0.90032,0.0013397305520141,0.0933,0.00130073140963075,0.00638,0.000356070094223034,0.90032,0.0013397305520141,0.93866,0.06134,0.90032,0.06134,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, equal SD",100,"100, 100, 100, 100","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.96660213564265,1.44866837810191,0.05046,0.000978915608211454,0.05134,0.000986956983865052,0.05074,0.000981483085946977,0.04964,0.000971348242393015,0.04964,0.000971348242393015,0.04964,0.000971348242393015,0,0,1,0,0,0,0,0,1,0,0.90522,0.09478,1,0.09478,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, equal SD",100,"100, 100, 100, 100","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.89978194100968,5.69471209395928,0.04732,0.000949534808208735,0.05256,0.000997972408436225,0.04994,0.000974125211664291,0.04862,0.000961832580026275,0.04862,0.000961832580026275,0.04862,0.000961832580026275,0,0,1,0,0,0,0,0,1,0,0.81416,0.18584,1,0.18584,"F.P.
skew = 2
excess kurtosis = 6.6"
"balanced n, unequal SD",100,"100, 100, 100, 100","1.0, 1.3, 1.7, 2.2","normal",1,0,0,4,"0, 0, 0, 0",5.72835141622407e-05,0.890899857772035,0.0578,0.00104363940132596,0.04872,0.00096277060196082,0.04872,0.00096277060196082,0.0528,0.00100012159260762,0.05468,0.00101676051850964,0.05468,0.00101676051850964,0.31168,0.00207140328087024,0.68832,0.00207140328087024,0,0,0.31168,0.00207140328087024,0.68832,0.00207140328087024,0,1,0.68832,1,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, unequal SD",100,"100, 100, 100, 100","1.0, 1.3, 1.7, 2.2","F.P.",2,0,6,4,"0, 0, 0, 0",0.000436369537280266,7.16646580784411,0.05936,0.00105675342819411,0.04772,0.00095333941070324,0.04772,0.00095333941070324,0.05366,0.00100777581237099,0.05366,0.00100777581237099,0.05366,0.00100777581237099,0,0,1,0,0,0,0,0,1,0,0.00148,0.99852,1,0.99852,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, unequal SD",100,"100, 100, 100, 100","1.0, 1.3, 1.7, 2.2","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.532103959950745,2.05344619429759,0.05902,0.00105391308560052,0.05,0.000974679434480896,0.05,0.000974679434480896,0.0751,0.00117864320300929,0.07514,0.00117893155356874,0.07514,0.00117893155356874,0.01206,0.000488150722625707,0.98794,0.000488150722625706,0,0,0.01206,0.000488150722625707,0.98794,0.000488150722625706,0,1,0.98794,1,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, unequal SD",100,"100, 100, 100, 100","1.0, 1.3, 1.7, 2.2","F.P.",4,1,1.6,4,"0, 0, 0, 0",1.06761374420226,2.73635185672569,0.0593,0.00105625290532145,0.05068,0.000980933612432564,0.05068,0.000980933612432564,0.169,0.00167594152642627,0.169,0.00167594152642627,0.169,0.00167594152642627,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, unequal SD",100,"100, 100, 100, 100","1.0, 1.3, 1.7, 2.2","F.P.",5,2,6.6,4,"0, 0, 0, 0",2.08046511855124,7.86820618748616,0.06162,0.00107538807506872,0.05654,0.00103289136311618,0.05654,0.00103289136311618,0.588,0.00220116332878776,0.588,0.00220116332878776,0.588,0.00220116332878776,0,0,1,0,0,0,0,0,1,0,0.0014,0.9986,1,0.9986,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, equal SD",100,"50, 80, 120, 150","1.0, 1.0, 1.0, 1.0","normal",1,0,0,4,"0, 0, 0, 0",-0.00089092392589351,-0.0130413473744505,0.04968,0.000971719070513695,0.04972,0.000972089724253888,0.04986,0.000973385641973416,0.04938,0.000968933595247889,0.04966,0.000971533678263394,0.04992,0.000973940384212504,0.94886,0.000985136542820334,0.05114,0.000985136542820334,0.90134,0.00133361317030089,0.04752,0.000951439431598249,0.05114,0.000985136542820334,0.94962,0.05038,0.05114,0.05038,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, equal SD",100,"50, 80, 120, 150","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",-0.000223109149322318,5.10180295734031,0.0504,0.000978364349309601,0.0477,0.000953149620993472,0.04972,0.000972089724253888,0.04932,0.000968375315670531,0.04932,0.000968375315670531,0.04932,0.000968375315670531,0,0,1,0,0,0,0,0,1,0,0.94318,0.05682,1,0.05682,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, equal SD",100,"50, 80, 120, 150","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.481060813679426,0.904655470940907,0.04964,0.000971348242393015,0.05046,0.000978915608211454,0.04992,0.000973940384212504,0.04852,0.000960893434257931,0.04942,0.000969305561729633,0.04934,0.00096856145287741,0.09912,0.00133637738382539,0.90088,0.00133637738382539,0.0926,0.00129634285588343,0.00652,0.000359930259911556,0.90088,0.00133637738382539,0.9382,0.0618,0.90088,0.0618,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, equal SD",100,"50, 80, 120, 150","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.966778789415568,1.44728835220822,0.04804,0.000956369786222881,0.05086,0.000982580891326511,0.04826,0.00095844637200002,0.04844,0.000960141306266947,0.04844,0.000960141306266947,0.04844,0.000960141306266947,0,0,1,0,0,0,0,0,1,0,0.90506,0.09494,1,0.09494,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, equal SD",100,"50, 80, 120, 150","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.89872282169178,5.68701415425097,0.05036,0.000977996629851044,0.05842,0.00104887657615184,0.0529,0.00100101538449716,0.04982,0.000973015596997294,0.04982,0.000973015596997294,0.04982,0.000973015596997294,0,0,1,0,0,0,0,0,1,0,0.81282,0.18718,1,0.18718,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, larger n with larger SD",100,"50, 80, 120, 150","1.0, 1.3, 1.7, 2.2","normal",1,0,0,4,"0, 0, 0, 0",0.00100726875391207,0.601923469732008,0.02538,0.000703361295494712,0.04942,0.000969305561729633,0.04942,0.000969305561729633,0.0319,0.000785905719536383,0.04256,0.000902758510344821,0.04256,0.000902758510344821,0.5539,0.00222303751655252,0.4461,0.00222303751655252,0,0,0.5539,0.00222303751655252,0.4461,0.00222303751655252,0,1,0.4461,1,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, larger n with larger SD",100,"50, 80, 120, 150","1.0, 1.3, 1.7, 2.2","F.P.",2,0,6,4,"0, 0, 0, 0",0.00115926887364235,6.4870876878134,0.02536,0.000703091322660151,0.04876,0.000963145496796824,0.04874,0.000962958071776752,0.03456,0.0008168917480303,0.03456,0.0008168917480303,0.03456,0.0008168917480303,0,0,1,0,0,0,0,0,1,0,0.0074,0.9926,1,0.9926,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, larger n with larger SD",100,"50, 80, 120, 150","1.0, 1.3, 1.7, 2.2","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.51773884819621,1.69284115786651,0.0252,0.000700927385682711,0.04952,0.00097023470974811,0.04952,0.00097023470974811,0.04628,0.000939554805213618,0.047,0.000946477680666586,0.047,0.000946477680666586,0.0249,0.000696849912104465,0.9751,0.000696849912104465,0,0,0.0249,0.000696849912104465,0.9751,0.000696849912104465,0.00012,0.99988,0.9751,0.99988,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, larger n with larger SD",100,"50, 80, 120, 150","1.0, 1.3, 1.7, 2.2","F.P.",4,1,1.6,4,"0, 0, 0, 0",1.04264033745536,2.33802780967318,0.02508,0.000699299558129419,0.04828,0.000958634879398825,0.04828,0.000958634879398825,0.11446,0.00142379007160466,0.11446,0.00142379007160466,0.11446,0.00142379007160466,0,0,1,0,0,0,0,0,1,0,1e-04,0.9999,1,0.9999,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, larger n with larger SD",100,"50, 80, 120, 150","1.0, 1.3, 1.7, 2.2","F.P.",5,2,6.6,4,"0, 0, 0, 0",2.03716921006552,7.23556216563388,0.027,0.000724858606902063,0.05258,0.000998151727945206,0.05266,0.000998868603971513,0.49806,0.00223605114610556,0.49806,0.00223605114610556,0.49806,0.00223605114610556,0,0,1,0,0,0,0,0,1,0,0.00476,0.99524,1,0.99524,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, larger n with smaller SD",100,"50, 80, 120, 150","2.2, 1.7, 1.3, 1.0","normal",1,0,0,4,"0, 0, 0, 0",0.00026806078845638,1.04756636794135,0.12584,0.00148326864997545,0.04802,0.000956180731870288,0.04802,0.000956180731870288,0.08332,0.00123594318316013,0.07762,0.00119662137370181,0.07762,0.00119662137370181,0.27168,0.00198932137976748,0.72832,0.00198932137976748,0,0,0.27168,0.00198932137976748,0.72832,0.00198932137976748,0,1,0.72832,1,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, larger n with smaller SD",100,"50, 80, 120, 150","2.2, 1.7, 1.3, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",-0.00124808775857288,7.35537442119954,0.12848,0.00149648180476744,0.04918,0.000967071120445647,0.04924,0.000967630326105998,0.07846,0.00120253090105826,0.07846,0.00120253090105826,0.07846,0.00120253090105826,0,0,1,0,0,0,0,0,1,0,0.00296,0.99704,1,0.99704,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, larger n with smaller SD",100,"50, 80, 120, 150","2.2, 1.7, 1.3, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.532323777859671,2.21837826143238,0.12788,0.0014934972755248,0.0493,0.000968189134415379,0.0493,0.000968189134415379,0.10216,0.00135442485505841,0.102,0.00135348439222623,0.102,0.00135348439222623,0.01174,0.000481708883040369,0.98826,0.000481708883040369,0,0,0.01174,0.000481708883040369,0.98826,0.000481708883040369,4e-05,0.99996,0.98826,0.99996,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, larger n with smaller SD",100,"50, 80, 120, 150","2.2, 1.7, 1.3, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",1.06704608628714,2.88396974656601,0.12702,0.00148920058823518,0.05292,0.00100119402315435,0.05292,0.00100119402315435,0.19272,0.00176396712894543,0.19272,0.00176396712894543,0.19272,0.00176396712894543,4e-05,2.828370555638e-05,0.99996,2.82837055563941e-05,0,0,4e-05,2.828370555638e-05,0.99996,2.82837055563941e-05,0.00016,0.99984,0.99996,0.99984,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, larger n with smaller SD",100,"50, 80, 120, 150","2.2, 1.7, 1.3, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",2.08755833972823,8.12057049710477,0.12756,0.00149190111200441,0.061,0.00107031770984133,0.06118,0.00107179296135028,0.56014,0.00221983413975009,0.56014,0.00221983413975009,0.56014,0.00221983413975009,0,0,1,0,0,0,0,0,1,0,0.00314,0.99686,1,0.99686,"F.P.
skew = 2
excess kurtosis = 6.6"
"balanced n, equal SD",200,"200, 200, 200, 200","1.0, 1.0, 1.0, 1.0","normal",1,0,0,4,"0, 0, 0, 0",0.000559144022038197,-0.00767588548634179,0.0507,0.000981116812617132,0.0506,0.000980200387675908,0.05092,0.000983129224466448,0.05062,0.000980383757515392,0.05084,0.000982398029313984,0.05114,0.000985136542820334,0.94984,0.000976155463028302,0.05016,0.000976155463028303,0.90232,0.00132769437447027,0.04752,0.000951439431598249,0.05016,0.000976155463028303,0.95028,0.04972,0.05016,0.04972,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, equal SD",200,"200, 200, 200, 200","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",-0.00208971894168105,5.4971180760419,0.04824,0.000958257819169768,0.04736,0.000949916105769346,0.04816,0.00095750315299742,0.05004,0.000975048700322194,0.05004,0.000975048700322194,0.05004,0.000975048700322194,0,0,1,0,0,0,0,0,1,0,0.95006,0.04994,1,0.04994,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, equal SD",200,"200, 200, 200, 200","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.490479411032872,0.950908796170687,0.04988,0.000973570599391744,0.05006,0.000975233268505541,0.04984,0.000973200641183513,0.05012,0.000975786714400232,0.0501,0.000975602275520101,0.05012,0.000975786714400232,0.00486,0.000311010623612763,0.99514,0.000311010623612763,0.00466,0.000304574601698828,2e-04,6.32392283317879e-05,0.99514,0.000311010623612763,0.94144,0.05856,0.99514,0.05856,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, equal SD",200,"200, 200, 200, 200","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.982437541270261,1.51448584747617,0.04928,0.000968002909086538,0.04998,0.000974494736773883,0.04962,0.000971162762877572,0.04966,0.000971533678263394,0.04966,0.000971533678263394,0.04966,0.000971533678263394,0,0,1,0,0,0,0,0,1,0,0.90784,0.09216,1,0.09216,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, equal SD",200,"200, 200, 200, 200","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.94933003449752,6.11028583340351,0.05,0.000974679434480896,0.05144,0.000987865642686292,0.0501,0.000975602275520101,0.05048,0.000979099275865323,0.05048,0.000979099275865323,0.05048,0.000979099275865323,0,0,1,0,0,0,0,0,1,0,0.81402,0.18598,1,0.18598,"F.P.
skew = 2
excess kurtosis = 6.6"
"balanced n, unequal SD",200,"200, 200, 200, 200","1.0, 1.3, 1.7, 2.2","normal",1,0,0,4,"0, 0, 0, 0",-3.09468659748535e-05,0.917372100257272,0.05994,0.00106157615270879,0.04962,0.000971162762877572,0.04962,0.000971162762877572,0.05524,0.00102165104022851,0.0557,0.00102564623530728,0.0557,0.00102564623530728,0.0625,0.00108253175473055,0.9375,0.00108253175473055,0,0,0.0625,0.00108253175473055,0.9375,0.00108253175473055,0,1,0.9375,1,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, unequal SD",200,"200, 200, 200, 200","1.0, 1.3, 1.7, 2.2","F.P.",2,0,6,4,"0, 0, 0, 0",0.00109888793838793,7.83813501642443,0.05762,0.00104211261963379,0.0479,0.000955045443944946,0.0479,0.000955045443944946,0.05214,0.000994197368735202,0.05214,0.000994197368735202,0.05214,0.000994197368735202,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, unequal SD",200,"200, 200, 200, 200","1.0, 1.3, 1.7, 2.2","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.542997785021339,2.14287751384395,0.0622,0.00108010332839039,0.05074,0.000981483085946977,0.05074,0.000981483085946977,0.09722,0.00132490204619059,0.09722,0.00132490204619059,0.09722,0.00132490204619059,2e-05,1.9999799999e-05,0.99998,1.999979999901e-05,0,0,2e-05,1.9999799999e-05,0.99998,1.999979999901e-05,0,1,0.99998,1,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, unequal SD",200,"200, 200, 200, 200","1.0, 1.3, 1.7, 2.2","F.P.",4,1,1.6,4,"0, 0, 0, 0",1.09221684048751,2.8844316287267,0.06082,0.00106883981587514,0.05142,0.00098768399399808,0.05142,0.00098768399399808,0.3068,0.00206239550038299,0.3068,0.00206239550038299,0.3068,0.00206239550038299,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, unequal SD",200,"200, 200, 200, 200","1.0, 1.3, 1.7, 2.2","F.P.",5,2,6.6,4,"0, 0, 0, 0",2.15177908608043,8.63014261418618,0.05868,0.00105106286776767,0.05186,0.000991670715509942,0.05186,0.000991670715509942,0.89454,0.00137359519801141,0.89454,0.00137359519801141,0.89454,0.00137359519801141,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, equal SD",200,"100, 160, 240, 300","1.0, 1.0, 1.0, 1.0","normal",1,0,0,4,"0, 0, 0, 0",0.000489496091207988,-0.00778470326706402,0.04924,0.000967630326105998,0.04942,0.000969305561729633,0.04952,0.00097023470974811,0.04892,0.000964643287438419,0.04938,0.000968933595247889,0.04958,0.000970791672811422,0.94958,0.00097854814495762,0.05042,0.00097854814495762,0.90148,0.00133277011971307,0.0481,0.000956936675020871,0.05042,0.00097854814495762,0.94926,0.05074,0.05042,0.05074,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, equal SD",200,"100, 160, 240, 300","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",-0.00168483071411341,5.4842167527498,0.0516,0.000989317340391848,0.04964,0.000971348242393015,0.05106,0.000984407196235379,0.05084,0.000982398029313984,0.05084,0.000982398029313984,0.05084,0.000982398029313984,0,0,1,0,0,0,0,0,1,0,0.94634,0.05366,1,0.05366,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, equal SD",200,"100, 160, 240, 300","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.490686620242625,0.949132347220636,0.05248,0.000997254727740109,0.05208,0.000993656616744437,0.05234,0.000995997232927883,0.05164,0.000989679851265044,0.0517,0.000990223308148218,0.05174,0.000990585406716655,0.00542,0.000328348095776418,0.99458,0.000328348095776418,0.00518,0.00032103481431147,0.00024,6.92737179599883e-05,0.99458,0.000328348095776418,0.93942,0.06058,0.99458,0.06058,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, equal SD",200,"100, 160, 240, 300","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.98335509397981,1.521912725784,0.05116,0.000985318774813512,0.05218,0.000994557666503054,0.0511,0.000984771953296803,0.05122,0.000985865219997135,0.05122,0.000985865219997135,0.05122,0.000985865219997135,0,0,1,0,0,0,0,0,1,0,0.90626,0.09374,1,0.09374,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, equal SD",200,"100, 160, 240, 300","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.94772887913535,6.11006820382185,0.0501,0.000975602275520101,0.05518,0.00102112846988026,0.05216,0.000994377537960306,0.05024,0.000976892444437974,0.05024,0.000976892444437974,0.05024,0.000976892444437974,0,0,1,0,0,0,0,0,1,0,0.8129,0.1871,1,0.1871,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, larger n with larger SD",200,"100, 160, 240, 300","1.0, 1.3, 1.7, 2.2","normal",1,0,0,4,"0, 0, 0, 0",-0.000187145784531637,0.619215625309601,0.02566,0.000707128904797421,0.05014,0.000975971110228167,0.05014,0.000975971110228167,0.03322,0.000801454073543831,0.03868,0.00086236717933836,0.03868,0.00086236717933836,0.2576,0.00195572104350288,0.7424,0.00195572104350288,0,0,0.2576,0.00195572104350288,0.7424,0.00195572104350288,0,1,0.7424,1,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, larger n with larger SD",200,"100, 160, 240, 300","1.0, 1.3, 1.7, 2.2","F.P.",2,0,6,4,"0, 0, 0, 0",0.00191345521133506,7.12941107877522,0.02514,0.00070011399643201,0.04978,0.000972645378336832,0.04978,0.000972645378336832,0.03488,0.000820528922098423,0.03488,0.000820528922098423,0.03488,0.000820528922098423,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, larger n with larger SD",200,"100, 160, 240, 300","1.0, 1.3, 1.7, 2.2","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.529974040533517,1.7701746998659,0.02586,0.000709806458127848,0.0496,0.000970977239692054,0.0496,0.000970977239692054,0.06076,0.0010683465954455,0.06076,0.0010683465954455,0.06076,0.0010683465954455,1e-04,4.47191234261138e-05,0.9999,4.47191234261113e-05,0,0,1e-04,4.47191234261138e-05,0.9999,4.47191234261113e-05,0,1,0.9999,1,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, larger n with larger SD",200,"100, 160, 240, 300","1.0, 1.3, 1.7, 2.2","F.P.",4,1,1.6,4,"0, 0, 0, 0",1.06217795144501,2.45033874634832,0.02528,0.000702010279127022,0.04908,0.00096613822613537,0.04908,0.00096613822613537,0.22914,0.0018795470752285,0.22914,0.0018795470752285,0.22914,0.0018795470752285,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, larger n with larger SD",200,"100, 160, 240, 300","1.0, 1.3, 1.7, 2.2","F.P.",5,2,6.6,4,"0, 0, 0, 0",2.09615222189444,7.85886768972558,0.02408,0.000685567700522713,0.05012,0.000975786714400232,0.05012,0.000975786714400232,0.85042,0.0015950286743504,0.85042,0.0015950286743504,0.85042,0.0015950286743504,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, larger n with smaller SD",200,"100, 160, 240, 300","2.2, 1.7, 1.3, 1.0","normal",1,0,0,4,"0, 0, 0, 0",-0.000208291582737575,1.06851152742008,0.12754,0.00149180124949673,0.05068,0.000980933612432564,0.05068,0.000980933612432564,0.08502,0.00124732994512278,0.0844,0.00124319459458284,0.0844,0.00124319459458284,0.04998,0.000974494736773883,0.95002,0.000974494736773883,0,0,0.04998,0.000974494736773883,0.95002,0.000974494736773883,0,1,0.95002,1,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, larger n with smaller SD",200,"100, 160, 240, 300","2.2, 1.7, 1.3, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",0.00676780900654748,8.17825762883117,0.1279,0.00149359693358014,0.04786,0.000954666647579143,0.04786,0.000954666647579143,0.07762,0.00119662137370181,0.07762,0.00119662137370181,0.07762,0.00119662137370181,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, larger n with smaller SD",200,"100, 160, 240, 300","2.2, 1.7, 1.3, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.547492023452688,2.34395077497853,0.1298,0.00150301004653994,0.05182,0.000991309110217393,0.05182,0.000991309110217393,0.12594,0.00148377300420246,0.12594,0.00148377300420246,0.12594,0.00148377300420246,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, larger n with smaller SD",200,"100, 160, 240, 300","2.2, 1.7, 1.3, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",1.0999492585444,3.09396466841269,0.12874,0.00149777176098363,0.05278,0.000999942714359178,0.05278,0.000999942714359178,0.31336,0.00207444214380638,0.31336,0.00207444214380638,0.31336,0.00207444214380638,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, larger n with smaller SD",200,"100, 160, 240, 300","2.2, 1.7, 1.3, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",2.1640602088553,8.95834211739162,0.12634,0.00148578736298301,0.0577,0.001042791541968,0.0577,0.001042791541968,0.85008,0.00159652117806185,0.85008,0.00159652117806185,0.85008,0.00159652117806185,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"F.P.
skew = 2
excess kurtosis = 6.6"
